file_version=91;template_version=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mux Usage,Port,Used?,ID,,Used Port List,LVDS Pair Port,SIUL MSCR#,MSCR SSS,Function,Module,Description,Direction,Type,LP,SCP,Max Signal Frequency [MHz],BGA516,Pad Internal Supply Rail,Pad Reset State,Reserved pins,Application,Block Status,Default,OERC,ODC,SMC,APC,ILS,IBE,HYS,WPDE,WPUE,INV,FILPRES,FILBYPASS,PIN SSS,I/O PIN MSCR#,pin MSCR,PORT INV,PORT SSS,PORT MSCR_MUX,Input Muxing MSCR#,Pin Used?
,PC[8],no,833,,0,,40,00001101,ATOM0_4N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 4 Complementary,o,Ultra Strong-Strong-Medium-Weak,,,,J7,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,40,NOT_INVERTED,,,-,NO
,PE[1],no,1609,,0,,65,00000011,ATOM0_4N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 4 Complementary,o,Medium-Weak,,SCP,,P6,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,3,00000403,65,NOT_INVERTED,,,-,NO
,PJ[14],no,3528,,0,,158,00000011,ATOM0_4N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 4 Complementary,o,Strong-Medium-Weak,LP,SCP,,U22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,3,00000403,158,NOT_INVERTED,,,-,NO
,PL[10],no,3779,,0,,186,00000001,ATOM0_4N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 4 Complementary,o,Medium-Weak,,,,AA17,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,1,00000401,186,NOT_INVERTED,,,-,NO
,PA[15],no,289,,0,,15,00001011,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Very Strong-Strong-Medium-Weak,,,,AD23,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,15,NOT_INVERTED,,,-,YES
,PC[2],no,559,,0,,34,00001100,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Ultra Strong-Strong-Medium-Weak,,SCP,,M6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,34,NOT_INVERTED,,,-,NO
,PC[6],no,754,,0,,38,00001011,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Ultra Strong-Strong-Medium-Weak,,SCP,,K7,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,38,NOT_INVERTED,,,-,NO
,PD[12],no,1474,,0,,60,00001010,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Medium-Weak,,,,P9,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,60,NOT_INVERTED,,,-,NO
,PE[8],no,1788,,0,,72,00001001,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Strong-Medium-Weak,LP,,,J25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,72,NOT_INVERTED,,,-,NO
,PE[10],no,1844,,0,,74,00001010,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Strong-Medium-Weak,,,,G19,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,74,NOT_INVERTED,,,-,NO
,PI[12],no,3129,,0,,140,00001010,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Medium-Weak,,,,AE15,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,140,NOT_INVERTED,,,-,NO
,PJ[2],no,3262,,0,,146,00001000,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Medium-Weak,LP,,,AC25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,146,NOT_INVERTED,,,-,NO
,PL[6],no,3738,,0,,182,00000101,ATOM0_5,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5,o,Strong-Medium-Weak,,,,N9,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,182,NOT_INVERTED,,,-,NO
,PC[2],no,563,,0,,34,00010000,ATOM0_5N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5 Complementary,o,Ultra Strong-Strong-Medium-Weak,,SCP,,M6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,16,00000410,34,NOT_INVERTED,,,-,NO
,PC[3],no,656,,0,,35,00001110,ATOM0_5N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5 Complementary,o,Ultra Strong-Strong-Medium-Weak,,SCP,,L6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,14,0000040E,35,NOT_INVERTED,,,-,NO
,PD[14],no,1536,,0,,62,00010001,ATOM0_5N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5 Complementary,o,Ultra Strong-Strong-Medium-Weak,,SCP,,G6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,17,00000411,62,NOT_INVERTED,,,-,NO
,PF[1],no,1985,,0,,81,00001110,ATOM0_5N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5 Complementary,o,Medium-Weak,,SCP,,AD17,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,14,0000040E,81,NOT_INVERTED,,,-,NO
,PK[13],no,3635,,0,,173,00000011,ATOM0_5N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 5 Complementary,o,Very Strong-Strong-Medium-Weak,LP,SCP,,T21,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,3,00000403,173,NOT_INVERTED,,,-,NO
,PA[14],no,262,,0,,14,00001011,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Very Strong-Strong-Medium-Weak,LP,,,P25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,14,NOT_INVERTED,,,-,NO
,PC[5],no,723,,0,,37,00001101,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Ultra Strong-Strong-Medium-Weak,,SCP,,K6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,37,NOT_INVERTED,,,-,NO
,PD[13],no,1500,,0,,61,00001011,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Medium-Weak,,,,R6,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,61,NOT_INVERTED,,,-,NO
,PF[8],no,2247,,0,,88,00001010,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Strong-Medium-Weak,LP,SCP,,AB24,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,88,NOT_INVERTED,,,-,YES
,PF[14],no,2412,,0,,94,00001001,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Very Strong-Strong-Medium-Weak,LP,,,N25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,94,NOT_INVERTED,,,-,YES
,PH[13],no,2902,,0,,125,00001111,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Strong-Medium-Weak,,SCP,,F8,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,15,0000040F,125,NOT_INVERTED,,,-,NO
,PH[14],no,2945,,0,,126,00001010,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Strong-Medium-Weak,,,,G11,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,126,NOT_INVERTED,,,-,NO
,PI[11],no,3100,,0,,139,00001001,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Medium-Weak,,,,AD16,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,139,NOT_INVERTED,,,-,NO
,PI[12],no,3132,,0,,140,00001101,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Medium-Weak,,,,AE15,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,140,NOT_INVERTED,,,-,NO
,PM[7],no,3983,,0,,199,00001010,ATOM0_6,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6,o,Strong-Medium-Weak,,SCP,,K16,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,199,NOT_INVERTED,,,-,NO
,PC[0],no,477,,0,,32,00001101,ATOM0_6N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6 Complementary,o,Medium-Weak,,SCP,,N6,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,32,NOT_INVERTED,,,-,NO
,PC[1],no,497,,0,,33,00000011,ATOM0_6N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6 Complementary,o,Medium-Weak,,,,M7,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,3,00000403,33,NOT_INVERTED,,,-,NO
,PD[15],no,1556,,0,,63,00000111,ATOM0_6N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6 Complementary,o,Medium-Weak,,,,H7,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,63,NOT_INVERTED,,,-,NO
,PF[0],no,1954,,0,,80,00010010,ATOM0_6N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6 Complementary,o,Medium-Weak,,SCP,,AE17,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,18,00000412,80,NOT_INVERTED,,,-,NO
,PK[12],no,3615,,0,,172,00000001,ATOM0_6N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6 Complementary,o,Ultra Strong-Strong-Medium-Weak,LP,,,T22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,1,00000401,172,NOT_INVERTED,,,-,NO
,PL[12],no,3799,,0,,188,00000001,ATOM0_6N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 6 Complementary,o,Medium-Weak,,,,AA18,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,1,00000401,188,NOT_INVERTED,,,-,NO
,PC[4],no,685,,0,,36,00001100,ATOM0_7,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7,o,Ultra Strong-Strong-Medium-Weak,,,,L7,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,36,NOT_INVERTED,,,-,NO
,PE[3],no,1665,,0,,67,00001000,ATOM0_7,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7,o,Medium-Weak,,,,R9,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,67,NOT_INVERTED,,,-,NO
,PE[5],no,1717,,0,,69,00001010,ATOM0_7,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7,o,Strong-Medium-Weak,LP,SCP,,L25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,69,NOT_INVERTED,,,-,NO
,PF[2],no,2011,,0,,82,00001101,ATOM0_7,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7,o,Strong-Medium-Weak,,SCP,,F9,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,82,NOT_INVERTED,,,-,NO
,PH[5],no,2672,,0,,117,00001100,ATOM0_7,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7,o,Very Strong-Strong-Medium-Weak,LP,,,AA25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,117,NOT_INVERTED,,,-,NO
,PI[10],no,3075,,0,,138,00001010,ATOM0_7,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7,o,Medium-Weak,,SCP,,AE16,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,138,NOT_INVERTED,,,-,NO
,PM[6],no,3961,,0,,198,00001010,ATOM0_7,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7,o,Strong-Medium-Weak,,SCP,,J15,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,198,NOT_INVERTED,,,-,YES
,PC[9],no,870,,0,,41,00010100,ATOM0_7N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7 Complementary,o,Ultra Strong-Strong-Medium-Weak,,SCP,,H6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,20,00000414,41,NOT_INVERTED,,,-,NO
,PD[9],no,1383,,0,,57,00001111,ATOM0_7N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7 Complementary,o,Medium-Weak,,,,AD18,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,15,0000040F,57,NOT_INVERTED,,,-,YES
,PE[0],no,1579,,0,,64,00000100,ATOM0_7N,GTM 0,GTM 0 ARU Timer Output Module 0 Channel 7 Complementary,o,Medium-Weak,,SCP,,N7,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,64,NOT_INVERTED,,,-,YES
,PC[2],no,558,,0,,34,00001011,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Ultra Strong-Strong-Medium-Weak,,SCP,,M6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,34,NOT_INVERTED,,,-,NO
,PC[3],no,655,,0,,35,00001101,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Ultra Strong-Strong-Medium-Weak,,SCP,,L6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,35,NOT_INVERTED,,,-,NO
,PC[15],no,1051,,0,,47,00001101,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Ultra Strong-Strong-Medium-Weak,,,,G15,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,47,NOT_INVERTED,,,-,NO
,PD[5],no,1216,,0,,53,00000101,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Strong-Medium-Weak,LP,,,J24,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,53,NOT_INVERTED,,,-,YES
,PD[6],no,1243,,0,,54,00001101,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Very Strong-Strong-Medium-Weak,LP,,,R25,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,54,NOT_INVERTED,,,-,NO
,PD[14],no,1531,,0,,62,00001100,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Ultra Strong-Strong-Medium-Weak,,SCP,,G6,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,62,NOT_INVERTED,,,-,NO
,PH[10],no,2805,,0,,122,00001011,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Strong-Medium-Weak,,,,J18,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,122,NOT_INVERTED,,,-,YES
,PH[13],no,2899,,0,,125,00001100,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Strong-Medium-Weak,,SCP,,F8,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,12,0000040C,125,NOT_INVERTED,,,-,NO
,PK[12],no,3619,,0,,172,00000101,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Ultra Strong-Strong-Medium-Weak,LP,,,T22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,172,NOT_INVERTED,,,-,NO
,PL[3],no,3702,,0,,179,00000100,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Medium-Weak,,,,M9,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,179,NOT_INVERTED,,,-,NO
,PL[14],no,3828,,0,,190,00001011,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Very Strong-Strong-Medium-Weak,,,,AA19,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,190,NOT_INVERTED,,,-,NO
,PM[9],no,4021,,0,,201,00000110,ATOM1_0,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0,o,Strong-Medium-Weak,LP,,,F21,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,6,00000406,201,NOT_INVERTED,,,-,YES
,PB[8],no,350,,0,,24,00001010,ATOM1_0N,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0 Complementary,o,Very Strong-Strong-Medium-Weak,,,,AE20,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,24,NOT_INVERTED,,,-,YES
,PC[0],no,474,,0,,32,00001010,ATOM1_0N,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0 Complementary,o,Medium-Weak,,SCP,,N6,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,32,NOT_INVERTED,,,-,NO
,PC[4],no,690,,0,,36,00010001,ATOM1_0N,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0 Complementary,o,Ultra Strong-Strong-Medium-Weak,,,,L7,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,17,00000411,36,NOT_INVERTED,,,-,NO
,PE[3],no,1668,,0,,67,00001011,ATOM1_0N,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0 Complementary,o,Medium-Weak,,,,R9,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,67,NOT_INVERTED,,,-,NO
,PI[14],no,3180,,0,,142,00001101,ATOM1_0N,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0 Complementary,o,Very Strong-Strong-Medium-Weak,LP,,,R22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,13,0000040D,142,NOT_INVERTED,,,-,NO
,PJ[14],no,3532,,0,,158,00000111,ATOM1_0N,GTM 0,GTM 0 ARU Timer Output Module 1 Channel 0 Complementary,o,Strong-Medium-Weak,LP,SCP,,U22,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,158,NOT_INVERTED,,,-,NO
